# Voyager1 data from NASA JPL HORIZONS
# Updated through 2026-Aug-16; generated by scripts/update_data.py
# date, x_km, y_km, z_km, vx_km_s, vy_km_s, vz_km_s
$$SOE
2019-Sep-25, -4.354211553767436E+09, -1.745372486764117E+10, 1.262973076716800E+10, -2.055347095329091E+00, -1.364700492983205E+01, 9.860754339908487E+00
2019-Oct-25, -4.359538818149602E+09, -1.748909636183328E+10, 1.265528931488634E+10, -2.055210499000907E+00, -1.364581277906550E+01, 9.860348478059651E+00
2019-Nov-24, -4.364865837575908E+09, -1.752446478966314E+10, 1.268084681804438E+10, -2.055149433810240E+00, -1.364465252072831E+01, 9.859947020245500E+00
2019-Dec-24, -4.370192727356133E+09, -1.755983026038631E+10, 1.270640328306993E+10, -2.055112202563401E+00, -1.364352417893354E+01, 9.859548707963445E+00
2020-Jan-23, -4.375519560425947E+09, -1.759519286159796E+10, 1.273195872207436E+10, -2.055099300197587E+00, -1.364244238723688E+01, 9.859154583868905E+00
2020-Feb-22, -4.380846344720242E+09, -1.763055273486737E+10, 1.275751313898257E+10, -2.055059679804041E+00, -1.364141791638173E+01, 9.858758412036167E+00
2020-Mar-23, -4.386172928347343E+09, -1.766590993421053E+10, 1.278306652439180E+10, -2.054955250503619E+00, -1.364036059821481E+01, 9.858360384450741E+00
2020-Apr-22, -4.391499236601896E+09, -1.770126430428402E+10, 1.280861888142721E+10, -2.054856466258025E+00, -1.363923419787683E+01, 9.857965066539926E+00
2020-May-22, -4.396825351073480E+09, -1.773661568913988E+10, 1.283417021670230E+10, -2.054804231008417E+00, -1.363806317705649E+01, 9.857571127597067E+00
2020-Jun-21, -4.402151404506973E+09, -1.777196396623856E+10, 1.285972053529348E+10, -2.054825106672853E+00, -1.363683729026842E+01, 9.857182327313481E+00
2020-Jul-21, -4.407477669243443E+09, -1.780730906757673E+10, 1.288526985614109E+10, -2.054966433087249E+00, -1.363562664174916E+01, 9.856800792574610E+00
2020-Aug-20, -4.412804418159541E+09, -1.784265114414884E+10, 1.291081819127408E+10, -2.055179061130737E+00, -1.363451057679565E+01, 9.856420077731933E+00
2020-Sep-19, -4.418131723759128E+09, -1.787799041717774E+10, 1.293636553932482E+10, -2.055398141521741E+00, -1.363345752193447E+01, 9.856040204568000E+00
2020-Oct-19, -4.423459594690101E+09, -1.791332703815603E+10, 1.296191190423983E+10, -2.055610478634618E+00, -1.363246166062785E+01, 9.855661107859637E+00
2020-Nov-18, -4.428787971339128E+09, -1.794866113974593E+10, 1.298745728319102E+10, -2.055776867220303E+00, -1.363150418152787E+01, 9.855278639147821E+00
2020-Dec-18, -4.434116721567506E+09, -1.798399270407764E+10, 1.301300167185651E+10, -2.055917035587523E+00, -1.363049702233405E+01, 9.854898796059711E+00
2021-Jan-17, -4.439445884919233E+09, -1.801932160601567E+10, 1.303854508400518E+10, -2.056103285154089E+00, -1.362945645650996E+01, 9.854525225672711E+00
2021-Feb-16, -4.444775602192688E+09, -1.805464783200370E+10, 1.306408753209358E+10, -2.056334218937788E+00, -1.362843460210914E+01, 9.854154021357079E+00
2021-Mar-18, -4.450105966512392E+09, -1.808997140939985E+10, 1.308962902407431E+10, -2.056611502587253E+00, -1.362741758775360E+01, 9.853788245887554E+00
2021-Apr-17, -4.455437116855390E+09, -1.812529240841856E+10, 1.311516957330828E+10, -2.056936132608071E+00, -1.362645118066114E+01, 9.853425848233988E+00
2021-May-17, -4.460769105196986E+09, -1.816061100024934E+10, 1.314070917927974E+10, -2.057241394034999E+00, -1.362555037552146E+01, 9.853059511846691E+00
2021-Jun-16, -4.466101840672168E+09, -1.819592724409630E+10, 1.316624783482151E+10, -2.057524107639787E+00, -1.362463452747381E+01, 9.852693463486023E+00
2021-Jul-16, -4.471435328496262E+09, -1.823124108551193E+10, 1.319178554390071E+10, -2.057829142341881E+00, -1.362369822216290E+01, 9.852329317945422E+00
2021-Aug-15, -4.476769647383981E+09, -1.826655250055602E+10, 1.321732230865529E+10, -2.058161762634239E+00, -1.362275701777176E+01, 9.851964946352249E+00
2021-Sep-14, -4.482104912707513E+09, -1.830186144147398E+10, 1.324285813702343E+10, -2.058572148449916E+00, -1.362180058605041E+01, 9.851607586731504E+00
2021-Oct-14, -4.487441368400103E+09, -1.833716796939888E+10, 1.326839304800001E+10, -2.059077097022302E+00, -1.362090910182243E+01, 9.851256455947384E+00
2021-Nov-13, -4.492779174251633E+09, -1.837247234268121E+10, 1.329392704861157E+10, -2.059595845238387E+00, -1.362013113171671E+01, 9.850904699594437E+00
2021-Dec-13, -4.498118302910807E+09, -1.840777479168028E+10, 1.331946014053475E+10, -2.060097113022103E+00, -1.361942544860753E+01, 9.850555291560454E+00
2022-Jan-12, -4.503458679429586E+09, -1.844307549685968E+10, 1.334499232708528E+10, -2.060554660415938E+00, -1.361878267323326E+01, 9.850205473839283E+00
2022-Feb-11, -4.508800131361217E+09, -1.847837457479546E+10, 1.337052360045453E+10, -2.060923733376093E+00, -1.361814804898658E+01, 9.849851295669572E+00
2022-Mar-13, -4.514142500359179E+09, -1.851367191516889E+10, 1.339605396001442E+10, -2.061279073279241E+00, -1.361744423498787E+01, 9.849501047728328E+00
2022-Apr-12, -4.519485853296673E+09, -1.854896737390067E+10, 1.342158341857235E+10, -2.061690934556250E+00, -1.361670793790290E+01, 9.849155742046783E+00
2022-May-12, -4.524830336634976E+09, -1.858426094021307E+10, 1.344711198359498E+10, -2.062149239821444E+00, -1.361597947623535E+01, 9.848812196781292E+00
2022-Jun-11, -4.530176108087407E+09, -1.861955263882914E+10, 1.347263966672131E+10, -2.062686635849296E+00, -1.361528085720937E+01, 9.848474913436934E+00
2022-Jul-11, -4.535523351408550E+09, -1.865484263860245E+10, 1.349816647943739E+10, -2.063275261605751E+00, -1.361467932033627E+01, 9.848139301025430E+00
2022-Aug-10, -4.540872079259374E+09, -1.869013121294671E+10, 1.352369241601072E+10, -2.063822863651835E+00, -1.361416352494126E+01, 9.847799526359738E+00
2022-Sep-09, -4.546222186109951E+09, -1.872541848952687E+10, 1.354921747288556E+10, -2.064341795114612E+00, -1.361367727805621E+01, 9.847460487304900E+00
2022-Oct-09, -4.551573616492197E+09, -1.876070453571886E+10, 1.357474165164361E+10, -2.064844942029865E+00, -1.361321737773366E+01, 9.847121423325564E+00
2022-Nov-08, -4.556926307078473E+09, -1.879598940284331E+10, 1.360026494952487E+10, -2.065320504638434E+00, -1.361275430991769E+01, 9.846782437945377E+00
2022-Dec-08, -4.562280275964820E+09, -1.883127305633751E+10, 1.362578737801006E+10, -2.065836660220278E+00, -1.361229229528814E+01, 9.846450513417405E+00
2023-Jan-07, -4.567635644019423E+09, -1.886655558505905E+10, 1.365130895301497E+10, -2.066392175831826E+00, -1.361189968771494E+01, 9.846122539650496E+00
2023-Feb-06, -4.572992416513259E+09, -1.890183719768263E+10, 1.367682967675240E+10, -2.066917224631009E+00, -1.361157336286550E+01, 9.845794625274429E+00
2023-Mar-08, -4.578350521155582E+09, -1.893711802817028E+10, 1.370234955402774E+10, -2.067416131431409E+00, -1.361129811513341E+01, 9.845468719019086E+00
2023-Apr-07, -4.583709859305594E+09, -1.897239821055550E+10, 1.372786858458736E+10, -2.067860502228723E+00, -1.361107294123374E+01, 9.845139943047840E+00
2023-May-07, -4.589070230274091E+09, -1.900767779827051E+10, 1.375338675653012E+10, -2.068223800410899E+00, -1.361081974765824E+01, 9.844808045596668E+00
2023-Jun-06, -4.594431537247323E+09, -1.904295665319103E+10, 1.377890407238948E+10, -2.068593271563258E+00, -1.361051199064096E+01, 9.844479579951511E+00
2023-Jul-06, -4.599793866641650E+09, -1.907823469052988E+10, 1.380442054126091E+10, -2.069010885186368E+00, -1.361020156449903E+01, 9.844153499280887E+00
2023-Aug-05, -4.605157318585418E+09, -1.911351193701847E+10, 1.382993616721621E+10, -2.069467659682063E+00, -1.360990007875292E+01, 9.843830744059224E+00
2023-Sep-04, -4.610522042360933E+09, -1.914878847088983E+10, 1.385545096448711E+10, -2.069987300650734E+00, -1.360966386049209E+01, 9.843513428370301E+00
2023-Oct-04, -4.615888140851040E+09, -1.918406454836794E+10, 1.388096494023188E+10, -2.070508484127881E+00, -1.360955430059989E+01, 9.843195040998046E+00
2023-Nov-03, -4.621255484882979E+09, -1.921934045402387E+10, 1.390647808593776E+10, -2.070949581477763E+00, -1.360951649665620E+01, 9.842874296265038E+00
2023-Dec-03, -4.626623878650953E+09, -1.925461631168576E+10, 1.393199040026763E+10, -2.071317539309067E+00, -1.360951198430652E+01, 9.842553376373402E+00
2024-Jan-02, -4.631993132323741E+09, -1.928989217812942E+10, 1.395750188043866E+10, -2.071607072157474E+00, -1.360951867713475E+01, 9.842229791030299E+00
2024-Feb-01, -4.637363043125442E+09, -1.932516799311925E+10, 1.398301252207145E+10, -2.071843763856385E+00, -1.360946436911957E+01, 9.841908351874885E+00
2024-Mar-02, -4.642733594378662E+09, -1.936044361267501E+10, 1.400852233858158E+10, -2.072107786521272E+00, -1.360937718563502E+01, 9.841592997096289E+00
2024-Apr-01, -4.648104875796672E+09, -1.939571904233332E+10, 1.403403134123312E+10, -2.072394772047180E+00, -1.360932547688583E+01, 9.841278947886190E+00
2024-May-01, -4.653476887305623E+09, -1.943099436695512E+10, 1.405953953130755E+10, -2.072677718779796E+00, -1.360929566590379E+01, 9.840966997367831E+00
2024-May-31, -4.658849630712886E+09, -1.946626967529634E+10, 1.408504691486833E+10, -2.072954170455617E+00, -1.360931598227165E+01, 9.840655974083647E+00
2024-Jun-30, -4.664223030454849E+09, -1.950154511889774E+10, 1.411055348674282E+10, -2.073168485479401E+00, -1.360939251925468E+01, 9.840339563463051E+00
2024-Jul-30, -4.669596882117713E+09, -1.953682073121497E+10, 1.413605923511065E+10, -2.073317850518762E+00, -1.360943785003224E+01, 9.840022124856311E+00
2024-Aug-29, -4.674971107230345E+09, -1.957209641624674E+10, 1.416156416352481E+10, -2.073464666940128E+00, -1.360945226510440E+01, 9.839707108802168E+00
2024-Sep-28, -4.680345729101319E+09, -1.960737214868188E+10, 1.418706827617899E+10, -2.073616339331439E+00, -1.360947567512011E+01, 9.839392175868408E+00
2024-Oct-28, -4.685720758483834E+09, -1.964264793299416E+10, 1.421257157807857E+10, -2.073789538107614E+00, -1.360949977456687E+01, 9.839082528345184E+00
2024-Nov-27, -4.691096274976173E+09, -1.967792385083560E+10, 1.423807408382821E+10, -2.073986603667072E+00, -1.360958816815981E+01, 9.838777205835571E+00
2024-Dec-27, -4.696472252361939E+09, -1.971320013277730E+10, 1.426357579534271E+10, -2.074124544233693E+00, -1.360977266989642E+01, 9.838468680860288E+00
2025-Jan-26, -4.701848460724751E+09, -1.974847692627537E+10, 1.428907670576377E+10, -2.074169830830831E+00, -1.360997698291501E+01, 9.838159626633278E+00
2025-Feb-25, -4.707224675157424E+09, -1.978375424352131E+10, 1.431457681384406E+10, -2.074131787417497E+00, -1.361017179651222E+01, 9.837849363845706E+00
2025-Mar-27, -4.712600676984322E+09, -1.981903202697993E+10, 1.434007611187213E+10, -2.074003858888360E+00, -1.361032171369301E+01, 9.837534785288888E+00
2025-Apr-26, -4.717976307423354E+09, -1.985431005883911E+10, 1.436557459830164E+10, -2.073865021813490E+00, -1.361036903686246E+01, 9.837224154603661E+00
2025-May-26, -4.723351644066863E+09, -1.988958814157870E+10, 1.439107228653163E+10, -2.073783303441918E+00, -1.361037493200679E+01, 9.836918592782691E+00
2025-Jun-25, -4.728726817664565E+09, -1.992486627083963E+10, 1.441656918297779E+10, -2.073728915695376E+00, -1.361040304047823E+01, 9.836613055086385E+00
2025-Jul-25, -4.734101884472512E+09, -1.996014449357074E+10, 1.444206529230896E+10, -2.073702296230435E+00, -1.361045729251236E+01, 9.836311156393410E+00
2025-Aug-24, -4.739476887330907E+09, -1.999542294123362E+10, 1.446756062010274E+10, -2.073671227955301E+00, -1.361058218637132E+01, 9.836009066870290E+00
2025-Sep-23, -4.744851707687475E+09, -2.003070180218420E+10, 1.449305515649914E+10, -2.073550032641893E+00, -1.361075703989675E+01, 9.835700825946494E+00
2025-Oct-23, -4.750226116609712E+09, -2.006598107990277E+10, 1.451854889384578E+10, -2.073362410202729E+00, -1.361090214104101E+01, 9.835392975257271E+00
2025-Nov-22, -4.755599995384283E+09, -2.010126068989294E+10, 1.454404183519820E+10, -2.073146324809986E+00, -1.361101791910010E+01, 9.835086431964319E+00
2025-Dec-22, -4.760973264572967E+09, -2.013654057189147E+10, 1.456953398054358E+10, -2.072893196115651E+00, -1.361110126993244E+01, 9.834779797840280E+00
2026-Jan-21, -4.766345895391334E+09, -2.017182061007513E+10, 1.459502533950629E+10, -2.072659976557388E+00, -1.361115007545219E+01, 9.834479566977661E+00
2026-Feb-20, -4.771717953893491E+09, -2.020710079697380E+10, 1.462051592568390E+10, -2.072445799850299E+00, -1.361122784457408E+01, 9.834182295325702E+00
2026-Mar-22, -4.777089394615099E+09, -2.024238124195101E+10, 1.464600573688021E+10, -2.072176018675286E+00, -1.361133470037280E+01, 9.833882135049263E+00
2026-Apr-21, -4.782460077346975E+09, -2.027766194985142E+10, 1.467149477097995E+10, -2.071861088202917E+00, -1.361143167493511E+01, 9.833582261998728E+00
2026-May-21, -4.787829883761164E+09, -2.031294288880340E+10, 1.469698302546200E+10, -2.071498000916784E+00, -1.361151383793486E+01, 9.833279697060139E+00
2026-Jun-20, -4.793198656960744E+09, -2.034822397481638E+10, 1.472247048918481E+10, -2.071072487265861E+00, -1.361152751058225E+01, 9.832973811292172E+00
2026-Jul-20, -4.798566351304108E+09, -2.038350497601306E+10, 1.474795716569334E+10, -2.070676466429848E+00, -1.361145786934085E+01, 9.832672480783529E+00
2026-Aug-16, -4.803292120898789E+09, -2.041457167783490E+10, 1.477039895819556E+10, -2.070383501171848E+00, -1.361138476925697E+01, 9.832410283850580E+00
$$EOE
