$$SOE
1989-Dec-15, 9.425384422161083E+08, -4.534526251108948E+09, -4.473270625513911E+07, 4.612082804660596E+00, -1.078409169077643E+01, -1.185076437616174E+01
1990-Jan-14, 9.544887944058890E+08, -4.562458618371614E+09, -7.544911692421556E+07, 4.608894739171157E+00, -1.076872894759094E+01, -1.185018354721256E+01
1990-Feb-13, 9.664310757469548E+08, -4.590351573132950E+09, -1.061640836249697E+08, 4.605843133108215E+00, -1.075364867219816E+01, -1.184963533546508E+01
1990-Mar-15, 9.783655356428237E+08, -4.618205694517598E+09, -1.368776031697066E+08, 4.602853650060426E+00, -1.073874861314548E+01, -1.184905603291415E+01
1990-Apr-14, 9.902922616092638E+08, -4.646021439725283E+09, -1.675895614961402E+08, 4.599873246660851E+00, -1.072405016589430E+01, -1.184843404904348E+01
1990-May-14, 1.002211275040588E+09, -4.673799305884547E+09, -1.982998306171563E+08, 4.596888730214248E+00, -1.070951991616198E+01, -1.184774983083213E+01
1990-Jun-13, 1.014122507719766E+09, -4.701539772973161E+09, -2.290082275047243E+08, 4.593869683769663E+00, -1.069520622919336E+01, -1.184699158166188E+01
1990-Jul-13, 1.026025899733516E+09, -4.729243508799164E+09, -2.597145843800433E+08, 4.590860967954501E+00, -1.068117808842320E+01, -1.184617514122207E+01
1990-Aug-12, 1.037921593532665E+09, -4.756911186116852E+09, -2.904187429958513E+08, 4.587925246921998E+00, -1.066737415035149E+01, -1.184529428969228E+01
1990-Sep-11, 1.049809762860730E+09, -4.784543335420174E+09, -3.211205325275593E+08, 4.585055967283557E+00, -1.065376285429748E+01, -1.184434771559124E+01
1990-Oct-11, 1.061690594178654E+09, -4.812140473623342E+09, -3.518197910781078E+08, 4.582271448593824E+00, -1.064035003457459E+01, -1.184334204992945E+01
1990-Nov-10, 1.073564302083963E+09, -4.839703005271612E+09, -3.825163607454424E+08, 4.579541505516396E+00, -1.062705748605640E+01, -1.184227151803105E+01
1990-Dec-10, 1.085430932646721E+09, -4.867231273027718E+09, -4.132100696037211E+08, 4.576806443732170E+00, -1.061392061728408E+01, -1.184113506461200E+01
1991-Jan-09, 1.097290478676931E+09, -4.894725736433779E+09, -4.439007526773496E+08, 4.574090534172865E+00, -1.060097953051823E+01, -1.183993856589719E+01
1991-Feb-08, 1.109143052357340E+09, -4.922186915313324E+09, -4.745882601716013E+08, 4.571419727739899E+00, -1.058823424105570E+01, -1.183868410256758E+01
1991-Mar-10, 1.120988763673707E+09, -4.949615313735785E+09, -5.052724437869298E+08, 4.568800167069493E+00, -1.057568693990562E+01, -1.183737492483691E+01
1991-Apr-09, 1.132827801859469E+09, -4.977011424065411E+09, -5.359531707023325E+08, 4.566285347388659E+00, -1.056330986980675E+01, -1.183601839072404E+01
1991-May-09, 1.144660461634834E+09, -5.004375594195171E+09, -5.666303212241881E+08, 4.563861376514914E+00, -1.055103250925510E+01, -1.183461415675750E+01
1991-Jun-08, 1.156486875534337E+09, -5.031708048152331E+09, -5.973037677325516E+08, 4.561455776215229E+00, -1.053884127050668E+01, -1.183316055107574E+01
1991-Jul-08, 1.168307050097137E+09, -5.059009043810147E+09, -6.279733861670177E+08, 4.559051025746291E+00, -1.052675744895490E+01, -1.183166084781357E+01
1991-Aug-07, 1.180120958488858E+09, -5.086278867563120E+09, -6.586390554311719E+08, 4.556609457683868E+00, -1.051480045644809E+01, -1.183011298412125E+01
1991-Sep-06, 1.191928472519633E+09, -5.113517938777450E+09, -6.893006522518325E+08, 4.554121806389553E+00, -1.050304087727798E+01, -1.182851950628113E+01
